population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,4711,West Sumatra,1,Male,6,5-9 years,1,Number,1998,260367.4795818581,305638.7070858646,219903.64048348233
1,All Population,44,Population,4711,West Sumatra,2,Female,6,5-9 years,1,Number,1998,247803.4550965836,290912.5581765536,209332.1751826098
1,All Population,44,Population,4711,West Sumatra,1,Male,6,5-9 years,1,Number,1999,260956.57509143525,309245.0950841683,218064.78793681404
1,All Population,44,Population,4711,West Sumatra,2,Female,6,5-9 years,1,Number,1999,248343.78938442172,294351.8841519985,207513.78899851732
1,All Population,44,Population,4711,West Sumatra,1,Male,7,10-14 years,1,Number,1995,264663.14169626514,303895.17930192885,227872.15609346895
1,All Population,44,Population,4711,West Sumatra,2,Female,7,10-14 years,1,Number,1995,253417.18330136174,290966.7569209374,218180.17932264562
1,All Population,44,Population,4711,West Sumatra,1,Male,7,10-14 years,1,Number,1996,259857.03392534866,299900.34367804264,222477.9404120146
1,All Population,44,Population,4711,West Sumatra,2,Female,7,10-14 years,1,Number,1996,248986.51878542066,287370.89443600364,213212.31561703864
1,All Population,44,Population,4711,West Sumatra,1,Male,7,10-14 years,1,Number,1997,254894.24972503106,296656.69785759615,217157.68150825126
1,All Population,44,Population,4711,West Sumatra,2,Female,7,10-14 years,1,Number,1997,244602.38762907434,284630.07589710364,208398.4706259212
1,All Population,44,Population,4711,West Sumatra,1,Male,7,10-14 years,1,Number,1998,250167.9783815467,293627.1873076477,211364.77647890183
1,All Population,44,Population,4711,West Sumatra,2,Female,7,10-14 years,1,Number,1998,240634.64256167097,282425.8421436005,203314.77129523587
1,All Population,44,Population,4711,West Sumatra,1,Male,7,10-14 years,1,Number,1999,246265.87892266546,291847.0201275757,205770.4807970474
1,All Population,44,Population,4711,West Sumatra,2,Female,7,10-14 years,1,Number,1999,237562.2428052547,281491.70547905745,198498.7924378037
1,All Population,44,Population,4711,West Sumatra,1,Male,8,15-19 years,1,Number,1995,234518.04773874578,269468.18620393216,202110.8321611479
1,All Population,44,Population,4711,West Sumatra,2,Female,8,15-19 years,1,Number,1995,240764.2534188241,276648.18505320104,207442.64733844032
1,All Population,44,Population,4711,West Sumatra,1,Male,8,15-19 years,1,Number,1996,234301.11666415803,270297.18126041547,200775.40928699126
1,All Population,44,Population,4711,West Sumatra,2,Female,8,15-19 years,1,Number,1996,239860.81530304466,276529.4335623656,205486.26899917133
1,All Population,44,Population,4711,West Sumatra,1,Male,8,15-19 years,1,Number,1997,233216.79497233478,271463.6618951771,198651.09944055762
1,All Population,44,Population,4711,West Sumatra,2,Female,8,15-19 years,1,Number,1997,238008.75607959082,276863.41518406395,202771.89017818123
1,All Population,44,Population,4711,West Sumatra,1,Male,8,15-19 years,1,Number,1998,231332.0017677123,271687.44363848417,195630.86167939202
1,All Population,44,Population,4711,West Sumatra,2,Female,8,15-19 years,1,Number,1998,235373.4737088374,276430.2586303354,198999.83024270178
1,All Population,44,Population,4711,West Sumatra,1,Male,8,15-19 years,1,Number,1999,228648.07486580964,270729.8728809373,191054.91962492926
1,All Population,44,Population,4711,West Sumatra,2,Female,8,15-19 years,1,Number,1999,232052.3134943018,274665.5915631574,193927.68340224182
1,All Population,44,Population,4711,West Sumatra,1,Male,9,20-24 years,1,Number,1995,186528.89438696357,214237.59155351744,160897.90534507993
1,All Population,44,Population,4711,West Sumatra,2,Female,9,20-24 years,1,Number,1995,206893.6225056612,237567.74116385588,178402.7307776599
1,All Population,44,Population,4711,West Sumatra,1,Male,9,20-24 years,1,Number,1996,189366.2011235847,218424.31568715122,162267.63599117097
1,All Population,44,Population,4711,West Sumatra,2,Female,9,20-24 years,1,Number,1996,209819.55651448117,241984.80047721125,179812.5905507904
1,All Population,44,Population,4711,West Sumatra,1,Male,9,20-24 years,1,Number,1997,191653.1045877937,222926.84746388375,163277.50481241624
1,All Population,44,Population,4711,West Sumatra,2,Female,9,20-24 years,1,Number,1997,212015.9710557338,246622.39490188024,180605.27414742438
1,All Population,44,Population,4711,West Sumatra,1,Male,9,20-24 years,1,Number,1998,193490.6824097179,227328.1201121695,163409.54902905904
1,All Population,44,Population,4711,West Sumatra,2,Female,9,20-24 years,1,Number,1998,213407.6738279845,250755.43991416975,180257.4940806849
1,All Population,44,Population,4711,West Sumatra,1,Male,9,20-24 years,1,Number,1999,194927.77341044738,230512.42658288495,162892.3168919946
1,All Population,44,Population,4711,West Sumatra,2,Female,9,20-24 years,1,Number,1999,213964.18907820163,253058.9743397599,178836.40874292358
1,All Population,44,Population,4711,West Sumatra,1,Male,10,25-29 years,1,Number,1995,153893.0532506573,176642.50259701555,132729.6328916292
1,All Population,44,Population,4711,West Sumatra,2,Female,10,25-29 years,1,Number,1995,174676.11295740757,200543.12812319316,150571.0020261768
1,All Population,44,Population,4711,West Sumatra,1,Male,10,25-29 years,1,Number,1996,156655.68031027654,180873.23011847324,134164.30305745974
1,All Population,44,Population,4711,West Sumatra,2,Female,10,25-29 years,1,Number,1996,177155.09525424917,204347.51035892754,151716.7214792806
1,All Population,44,Population,4711,West Sumatra,1,Male,10,25-29 years,1,Number,1997,159621.15360096536,185557.75821678585,135955.82960630124
1,All Population,44,Population,4711,West Sumatra,2,Female,10,25-29 years,1,Number,1997,179794.27300286794,209008.36060142601,153058.90944867046
1,All Population,44,Population,4711,West Sumatra,1,Male,10,25-29 years,1,Number,1998,162793.6723626719,191229.5649027624,137438.4670588826
1,All Population,44,Population,4711,West Sumatra,2,Female,10,25-29 years,1,Number,1998,182593.3853603163,214515.1775229818,154176.99522313112
1,All Population,44,Population,4711,West Sumatra,1,Male,10,25-29 years,1,Number,1999,166080.53415986456,196400.31980116083,138729.61285005155
1,All Population,44,Population,4711,West Sumatra,2,Female,10,25-29 years,1,Number,1999,185462.4449956771,219532.1065947711,154927.09748659548
1,All Population,44,Population,4711,West Sumatra,1,Male,11,30-34 years,1,Number,1995,143510.0964789627,164797.19015034623,123690.57909124205
1,All Population,44,Population,4711,West Sumatra,2,Female,11,30-34 years,1,Number,1995,158553.9961715659,182176.99560862695,136665.47656956618
1,All Population,44,Population,4711,West Sumatra,1,Male,11,30-34 years,1,Number,1996,144475.94872454906,166521.77877133602,123652.4712790331
1,All Population,44,Population,4711,West Sumatra,2,Female,11,30-34 years,1,Number,1996,159687.74541320157,184187.3468146242,136681.33205036103
1,All Population,44,Population,4711,West Sumatra,1,Male,11,30-34 years,1,Number,1997,145846.34970614014,169651.06429416905,124143.9434166487
1,All Population,44,Population,4711,West Sumatra,2,Female,11,30-34 years,1,Number,1997,160921.04740698982,187200.18220666258,136866.25058605746
1,All Population,44,Population,4711,West Sumatra,1,Male,11,30-34 years,1,Number,1998,147607.55373853244,173401.30340149047,124769.22847055986
1,All Population,44,Population,4711,West Sumatra,2,Female,11,30-34 years,1,Number,1998,162316.7271891933,190654.90271391658,137206.4836811695
